"checking_status","duration","credit_history","loan_purpose","credit_amount","savings_status","employment","installment_commitment","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","credit_class","gender","credit_class_binary"
"no checking",24,"critical/order existing credit","Consumer goods",1851,"<100","4<=X<7",4,"guarantor",2,"car",33,"stores","own",2,"skilled",0,1,1,"good",0,1
"<0",18,"critical/order existing credit","Consumer goods",1880,"<100","4<=X<7",4,"none",1,"life insurance",32,"stores","own",2,"high qualified",0,1,1,"good",0,1
"no checking",36,"delayed previously","business",7980,"100<=X<500","<1",4,"none",4,"car",27,"stores","rent",2,"skilled",0,1,1,"bad",0,0
"<0",30,"no credits/all paid","Consumer goods",4583,"<100","1<=X<4",2,"guarantor",2,"real estate",32,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",12,"existing paid","Car Purchase",1386,"<100","1<=X<4",2,"none",2,"life insurance",26,"stores","own",1,"skilled",0,0,1,"bad",1,0
">=200",27,"existing paid","Car Purchase",947,"<100","4<=X<7",4,"none",3,"no known property",38,"bank","for free",1,"skilled",0,0,1,"bad",0,0
"<0",12,"existing paid","education",684,"<100","1<=X<4",4,"none",4,"car",30,"stores","rent",1,"unskilled resident",1,0,1,"bad",0,0
"<0",48,"existing paid","education",7476,"<100","4<=X<7",4,"none",1,"no known property",50,"stores","for free",1,"high qualified",0,1,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",1922,"<100","1<=X<4",4,"none",2,"life insurance",37,"stores","own",1,"unskilled resident",0,0,1,"bad",0,0
"<0",24,"existing paid","Car Purchase",2303,"<100",">=7",3.36,"co applicant",1,"real estate",45,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",36,"delayed previously","Car Purchase",8086,"100<=X<500",">=7",2,"none",4,"car",42,"stores","own",4,"high qualified",0,1,1,"bad",0,0
"no checking",24,"critical/order existing credit","Car Purchase",2346,"<100","4<=X<7",4,"none",3,"car",35,"stores","own",2,"skilled",0,1,1,"good",0,1
"<0",14,"existing paid","Car Purchase",3973,"<100","<1",1,"none",4,"no known property",22,"stores","for free",1,"skilled",0,0,1,"good",0,1
"0<=X<200",12,"existing paid","Car Purchase",888,"<100",">=7",4,"none",4,"car",41,"bank","own",1,"unskilled resident",1,0,1,"bad",0,0
"no checking",48,"existing paid","Consumer goods",10222,"<100","4<=X<7",4,"none",3,"car",37,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",30,"no credits/all paid","business",4221,"<100","1<=X<4",2,"none",1,"car",28,"stores","own",2,"skilled",0,0,1,"good",1,1
"0<=X<200",18,"critical/order existing credit","Consumer goods",6361,"<100","1<=X<4",2,"none",1,"no known property",41,"stores","own",1,"skilled",0,1,1,"good",0,1
">=200",12,"existing paid","Consumer goods",1297,"<100","1<=X<4",3,"none",4,"real estate",23,"stores","rent",1,"skilled",0,0,1,"good",0,1
"<0",12,"existing paid","Car Purchase",900,"<100","1<=X<4",3.28,"none",2,"car",29,"stores","own",1,"skilled",0,0,1,"bad",0,0
"no checking",21,"existing paid","Consumer goods",2241,"<100",">=7",4,"none",2,"real estate",50,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",6,"delayed previously","Consumer goods",1050,"<100","unemployed",2.79,"none",1,"life insurance",35,"bank","own",2,"high qualified",0,1,1,"good",0,1
">=200",6,"critical/order existing credit","education",1047,"<100","1<=X<4",2,"none",4,"life insurance",50,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",24,"critical/order existing credit","other",6314,"<100","unemployed",4,"co applicant",2,"no known property",27,"bank","own",2,"high qualified",0,1,1,"good",0,1
"0<=X<200",30,"no credits/all paid","Consumer goods",3496,">=1000","1<=X<4",4,"none",2,"car",34,"stores","own",1,"skilled",1,1,1,"good",0,1
"no checking",48,"no credits/all paid","business",3609,"<100","1<=X<4",1,"none",1,"real estate",27,"stores","own",1,"skilled",0,0,1,"good",1,1
"<0",12,"critical/order existing credit","Car Purchase",4843,"<100",">=7",3,"co applicant",4,"life insurance",43,"stores","rent",2,"skilled",0,1,1,"bad",0,0
">=200",30,"critical/order existing credit","Consumer goods",3017,"<100",">=7",4,"none",4,"life insurance",47,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","business",4139,"100<=X<500","1<=X<4",3,"none",3,"life insurance",27,"stores","own",2,"unskilled resident",0,1,1,"good",0,1
"no checking",36,"existing paid","business",5742,"100<=X<500","4<=X<7",2,"none",2,"car",31,"stores","own",2,"skilled",0,1,1,"good",0,1
"no checking",60,"existing paid","Car Purchase",10366,"<100",">=7",2,"none",4,"life insurance",42,"stores","own",1,"high qualified",0,1,1,"good",0,1
"no checking",6,"critical/order existing credit","Car Purchase",2080,"500<=X<1000","1<=X<4",1,"none",2,"car",24,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",21,"delayed previously","business",2580,"500<=X<1000","<1",4,"none",2,"real estate",41,"bank","own",1,"unskilled resident",1,0,1,"bad",0,0
"no checking",30,"critical/order existing credit","Consumer goods",4530,"<100","4<=X<7",4,"none",4,"car",26,"stores","own",1,"high qualified",0,1,1,"good",1,1
"no checking",24,"critical/order existing credit","Consumer goods",5150,"<100",">=7",4,"none",4,"car",33,"stores","own",1,"skilled",0,1,1,"good",0,1
"0<=X<200",72,"existing paid","Consumer goods",5595,"100<=X<500","1<=X<4",2,"none",2,"car",24,"stores","own",1,"skilled",0,0,1,"bad",0,0
"<0",24,"existing paid","Car Purchase",2384,"<100",">=7",4,"none",4,"real estate",64,"bank","rent",1,"unskilled resident",0,0,1,"good",0,1
"no checking",18,"existing paid","Consumer goods",1453,"<100","<1",3,"none",1,"real estate",26,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",6,"existing paid","education",1538,"<100","<1",1,"none",2,"no known property",56,"stores","own",1,"skilled",0,0,1,"good",1,1
"no checking",12,"existing paid","Consumer goods",2279,"100<=X<500","1<=X<4",4,"none",3,"no known property",37,"stores","for free",1,"skilled",0,1,1,"good",0,1
"no checking",15,"delayed previously","Consumer goods",1478,"<100","1<=X<4",4,"none",3,"real estate",33,"bank","own",2,"skilled",0,0,1,"good",0,1
"no checking",24,"critical/order existing credit","Consumer goods",5103,"<100","<1",3,"none",3,"no known property",47,"stores","for free",3,"skilled",0,1,1,"good",0,1
"0<=X<200",36,"delayed previously","business",9857,"100<=X<500","4<=X<7",1,"none",3,"life insurance",31,"stores","own",2,"unskilled resident",1,1,1,"good",0,1
"no checking",60,"delayed previously","Car Purchase",6527,"<100","1<=X<4",4,"none",4,"no known property",34,"stores","for free",1,"skilled",1,1,1,"good",0,1
">=200",10,"critical/order existing credit","Consumer goods",1347,"<100","4<=X<7",4,"none",2,"life insurance",27,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",36,"delayed previously","Car Purchase",2862,"100<=X<500",">=7",4,"none",3,"no known property",30,"stores","for free",1,"skilled",0,0,1,"good",0,1
"no checking",9,"existing paid","Consumer goods",2753,"<100",">=7",3,"co applicant",4,"car",35,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",12,"existing paid","Car Purchase",3651,">=1000","1<=X<4",1,"none",3,"life insurance",31,"stores","own",1,"skilled",1,0,1,"good",0,1
"<0",15,"critical/order existing credit","Consumer goods",975,"<100","1<=X<4",2,"none",3,"life insurance",25,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",15,"existing paid","repairs",2631,"100<=X<500","1<=X<4",3,"none",2,"real estate",25,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"0<=X<200",24,"existing paid","Consumer goods",2896,"100<=X<500","<1",2,"none",1,"car",29,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",6,"critical/order existing credit","Car Purchase",4716,"<100","<1",1,"none",3,"real estate",44,"stores","own",2,"unskilled resident",1,0,1,"good",0,1
"no checking",24,"existing paid","Consumer goods",2284,"<100","4<=X<7",4,"none",2,"car",28,"stores","own",1,"skilled",0,1,1,"good",0,1
"no checking",6,"existing paid","Car Purchase",1236,"500<=X<1000","1<=X<4",2,"none",4,"life insurance",50,"stores","rent",1,"skilled",0,0,1,"good",0,1
"0<=X<200",12,"existing paid","Consumer goods",1103,"<100","4<=X<7",4,"guarantor",3,"real estate",29,"stores","own",2,"skilled",0,0,0,"good",0,1
"no checking",12,"critical/order existing credit","Car Purchase",926,"<100","unemployed",1,"none",2,"life insurance",38,"stores","own",1,"unemp/unskilled non res",0,0,1,"good",1,1
"no checking",18,"critical/order existing credit","Consumer goods",1800,"<100",">=7",4,"none",3,"car",24,"stores","own",2,"skilled",0,0,1,"good",0,1
">=200",15,"existing paid","education",1905,"<100",">=7",4,"none",4,"car",40,"stores","rent",1,"high qualified",0,1,1,"good",0,1
"no checking",12,"existing paid","Consumer goods",1123,"500<=X<1000","1<=X<4",4,"none",4,"car",29,"stores","rent",1,"unskilled resident",0,0,1,"bad",1,0
"<0",48,"critical/order existing credit","Car Purchase",6331,"<100",">=7",4,"none",4,"no known property",46,"stores","for free",2,"skilled",0,1,1,"bad",0,0
">=200",24,"existing paid","Consumer goods",1377,"100<=X<500",">=7",4,"none",2,"no known property",47,"stores","for free",1,"skilled",0,1,1,"good",1,1
"0<=X<200",30,"delayed previously","business",2503,"100<=X<500",">=7",4,"none",2,"life insurance",41,"stores","own",2,"skilled",0,0,1,"good",0,1
"0<=X<200",27,"existing paid","business",3914,"<100","<1",4,"none",1,"life insurance",32,"stores","own",1,"skilled",1,1,1,"good",1,1
"no checking",15,"existing paid","Car Purchase",5324,"500<=X<1000",">=7",1,"none",4,"no known property",35,"stores","for free",1,"skilled",0,0,1,"good",1,1
"0<=X<200",48,"existing paid","Car Purchase",6560,"100<=X<500","4<=X<7",3,"none",2,"life insurance",24,"stores","own",1,"skilled",0,0,1,"bad",0,0
"0<=X<200",12,"no credits/all paid","Consumer goods",2969,"<100","<1",4,"none",3,"life insurance",25,"stores","rent",2,"skilled",0,0,1,"bad",1,0
"0<=X<200",9,"existing paid","Consumer goods",1206,"<100",">=7",4,"none",4,"real estate",25,"stores","own",1,"skilled",0,0,1,"good",1,1
"0<=X<200",9,"existing paid","Consumer goods",2118,"<100","1<=X<4",2,"none",2,"real estate",37,"stores","own",1,"unskilled resident",1,0,1,"good",0,1
"no checking",18,"critical/order existing credit","Consumer goods",629,"500<=X<1000",">=7",4,"none",3,"life insurance",32,"bank","own",2,"high qualified",0,1,1,"good",0,1
"<0",6,"no credits/all paid","education",1198,"<100",">=7",4,"none",4,"no known property",35,"stores","for free",1,"skilled",0,0,1,"bad",1,0
"no checking",21,"existing paid","Car Purchase",2476,"500<=X<1000",">=7",4,"none",4,"car",46,"stores","own",1,"high qualified",0,1,1,"good",0,1
"<0",9,"critical/order existing credit","Consumer goods",1138,"<100","1<=X<4",4,"none",4,"real estate",25,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"0<=X<200",60,"existing paid","Car Purchase",14027,"<100","4<=X<7",4,"none",2,"no known property",27,"stores","own",1,"high qualified",0,1,1,"bad",0,0
"no checking",30,"critical/order existing credit","Car Purchase",7596,"<100",">=7",1,"none",4,"car",63,"stores","own",2,"skilled",0,0,1,"good",0,1
"no checking",30,"critical/order existing credit","Consumer goods",3077,"<100",">=7",3,"none",2,"car",40,"stores","own",2,"skilled",1,1,1,"good",0,1
"no checking",18,"existing paid","Consumer goods",1505,"<100","1<=X<4",4,"none",2,"no known property",32,"stores","for free",1,"high qualified",0,1,1,"good",0,1
">=200",24,"critical/order existing credit","Consumer goods",3148,">=1000","1<=X<4",3,"none",2,"car",31,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",20,"no credits/all paid","Car Purchase",6148,"100<=X<500",">=7",3,"none",4,"car",31,"bank","own",2,"skilled",0,1,1,"good",0,1
">=200",9,"no credits/all paid","Consumer goods",1337,"<100","<1",4,"none",2,"car",34,"stores","own",2,"high qualified",0,1,1,"bad",0,0
"0<=X<200",6,"no credits/all paid","education",433,">=1000","<1",4,"none",2,"life insurance",24,"bank","rent",1,"skilled",1,0,1,"bad",1,0
"<0",12,"existing paid","Car Purchase",1188,"<100","1<=X<4",4,"none",2,"real estate",24,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",9,"existing paid","Consumer goods",790,"500<=X<1000","1<=X<4",4,"none",3,"real estate",66,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",27,"existing paid","Car Purchase",2570,"<100","1<=X<4",3,"none",3,"real estate",21,"stores","rent",1,"skilled",0,0,1,"bad",1,0
"no checking",6,"critical/order existing credit","Car Purchase",250,">=1000","1<=X<4",2,"none",2,"real estate",41,"bank","own",2,"unskilled resident",0,0,1,"good",1,1
"no checking",15,"critical/order existing credit","Consumer goods",1316,"500<=X<1000","1<=X<4",2,"none",2,"life insurance",47,"stores","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",18,"existing paid","Consumer goods",1882,"<100","1<=X<4",4,"none",4,"car",25,"bank","rent",2,"skilled",0,0,1,"bad",1,0
"0<=X<200",48,"no credits/all paid","business",6416,"<100",">=7",4,"none",3,"no known property",59,"stores","rent",1,"skilled",0,0,1,"bad",1,0
">=200",24,"critical/order existing credit","business",1275,">=1000","1<=X<4",2,"none",4,"real estate",36,"stores","own",2,"skilled",0,1,1,"good",0,1
"0<=X<200",24,"delayed previously","Consumer goods",6403,"<100","<1",1,"none",2,"car",33,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",24,"existing paid","Consumer goods",1987,"<100","1<=X<4",2,"none",4,"real estate",21,"stores","rent",1,"unskilled resident",1,0,1,"bad",0,0
"0<=X<200",8,"existing paid","Consumer goods",760,"<100","4<=X<7",4,"guarantor",2,"real estate",44,"stores","own",1,"unskilled resident",0,0,1,"good",1,1
"no checking",24,"existing paid","Car Purchase",2603,">=1000","1<=X<4",2,"none",4,"car",28,"stores","rent",1,"skilled",0,1,1,"good",1,1
"no checking",4,"critical/order existing credit","Car Purchase",3380,"<100","4<=X<7",1,"none",1,"real estate",37,"stores","own",1,"skilled",1,0,1,"good",1,1
"0<=X<200",36,"no credits/all paid","Consumer goods",3990,"100<=X<500","<1",3,"none",2,"no known property",29,"bank","own",1,"unemp/unskilled non res",0,0,1,"good",1,1
"0<=X<200",24,"existing paid","Car Purchase",11560,"<100","1<=X<4",1,"none",4,"car",23,"stores","rent",2,"high qualified",0,0,1,"bad",1,0
"<0",18,"existing paid","Car Purchase",4380,"100<=X<500","1<=X<4",3,"none",4,"car",35,"stores","own",1,"unskilled resident",1,1,1,"good",0,1
"no checking",6,"critical/order existing credit","Car Purchase",6761,"<100","4<=X<7",1,"none",3,"no known property",45,"stores","own",2,"high qualified",1,1,1,"good",0,1
"0<=X<200",30,"no credits/all paid","business",4280,"100<=X<500","1<=X<4",4,"none",4,"car",26,"stores","rent",2,"unskilled resident",0,0,1,"bad",1,0
"<0",24,"no credits/all paid","Car Purchase",2325,"100<=X<500","4<=X<7",2,"none",3,"car",32,"bank","own",1,"skilled",0,0,1,"good",0,1
"0<=X<200",10,"no credits/all paid","Consumer goods",1048,"<100","1<=X<4",4,"none",4,"real estate",23,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",21,"existing paid","Consumer goods",3160,"<100",">=7",4,"none",3,"life insurance",41,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",24,"no credits/all paid","Consumer goods",2483,"500<=X<1000","1<=X<4",4,"none",4,"real estate",22,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",39,"critical/order existing credit","Consumer goods",14179,"<100","4<=X<7",4,"none",4,"car",30,"stores","own",2,"high qualified",0,1,1,"good",0,1
"<0",13,"critical/order existing credit","business",1797,"<100","<1",3,"none",1,"life insurance",28,"bank","own",2,"unskilled resident",0,0,1,"good",0,1
"<0",15,"existing paid","Car Purchase",2511,"<100","unemployed",1,"none",4,"car",23,"stores","rent",1,"skilled",0,0,1,"good",1,1
"<0",12,"existing paid","Car Purchase",1274,"<100","<1",3,"none",1,"real estate",37,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"no checking",21,"existing paid","Car Purchase",5248,"<100","1<=X<4",1,"none",3,"car",26,"stores","own",1,"skilled",0,0,1,"good",0,1
"no checking",15,"existing paid","Consumer goods",3029,"<100","4<=X<7",2,"none",2,"car",33,"stores","own",1,"skilled",0,0,1,"good",0,1
"<0",18,"existing paid","Consumer goods",428,"<100",">=7",2,"none",1,"life insurance",49,"bank","own",1,"skilled",0,1,1,"good",1,1
"<0",18,"existing paid","Car Purchase",976,"<100","<1",1,"none",2,"car",23,"stores","own",1,"unskilled resident",0,0,1,"bad",1,0
"0<=X<200",12,"existing paid","business",841,"100<=X<500","4<=X<7",2,"none",3,"real estate",23,"stores","rent",1,"unskilled resident",0,0,1,"good",1,1
"no checking",30,"critical/order existing credit","Consumer goods",5771,"<100","4<=X<7",4,"none",2,"car",25,"stores","own",2,"skilled",0,0,1,"good",1,1
"no checking",12,"delayed previously","repairs",1555,">=1000",">=7",4,"none",4,"no known property",55,"stores","for free",2,"skilled",1,0,1,"bad",0,0
"<0",24,"existing paid","Car Purchase",1285,"<100","4<=X<7",4,"none",4,"no known property",32,"stores","rent",1,"skilled",0,0,1,"bad",1,0
">=200",6,"critical/order existing credit","Car Purchase",1299,"<100","1<=X<4",1,"none",1,"real estate",74,"stores","own",3,"unemp/unskilled non res",1,0,1,"good",0,1
">=200",15,"critical/order existing credit","Consumer goods",1271,"<100","1<=X<4",3,"none",4,"no known property",39,"stores","for free",2,"skilled",0,1,1,"bad",0,0
"no checking",24,"existing paid","Car Purchase",1393,"<100","1<=X<4",2,"guarantor",2,"real estate",31,"stores","own",1,"skilled",0,1,1,"good",0,1
"<0",12,"critical/order existing credit","Car Purchase",691,"<100",">=7",4,"none",3,"life insurance",35,"stores","own",2,"skilled",0,0,1,"bad",0,0
"no checking",15,"critical/order existing credit","Car Purchase",5045,"<100",">=7",1,"none",4,"car",59,"stores","own",1,"skilled",0,1,1,"good",1,1
"<0",18,"critical/order existing credit","Consumer goods",2124,"<100","1<=X<4",4,"none",4,"real estate",24,"stores","rent",2,"skilled",0,0,1,"bad",1,0
"<0",12,"existing paid","Consumer goods",2214,"<100","1<=X<4",4,"none",3,"life insurance",24,"stores","own",1,"unskilled resident",0,0,1,"good",0,1
"no checking",21,"critical/order existing credit","Car Purchase",12680,"100<=X<500",">=7",4,"none",4,"no known property",30,"stores","for free",1,"high qualified",0,1,1,"bad",0,0
"no checking",24,"critical/order existing credit","Car Purchase",2463,"100<=X<500","4<=X<7",4,"none",3,"life insurance",27,"stores","own",2,"skilled",0,1,1,"good",0,1
