"checking_status","duration","credit_history","purpose","credit_amount","savings_status","employment","installment_commitment","personal_status","other_parties","residence_since","property_magnitude","age","other_payment_plans","housing","existing_credits","job","num_dependents","own_telephone","foreign_worker","class"
"0<=X<200",19.107487034745,"critical/order existing credit","furniture/equipment",NA,"<100",">=7",4,"male div/sep","none",2.90770941377125,"life insurance",38.892512965255,"stores","own",1.09229058622875,"high qualif/self emp/mgmt",NA,"none","yes","bad"
"0<=X<200",6,"delayed previously","new car",1209,"<100","unemployed",4,"male single","none",4,"life insurance",47,NA,"own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",12,"existing paid","new car",1372,"<100","4<=X<7",2,"male div/sep","none",3,"car",36,"stores",NA,1,"skilled",1,"none","yes","bad"
"0<=X<200",6,NA,"education",433,">=1000","<1",4,"female div/dep/mar","none",2,"life insurance",24,"bank","rent",1,"skilled",2,"none","yes","bad"
"0<=X<200",12,"existing paid","new car",836,"100<=X<500","<1",4,"female div/dep/mar","none",2,"life insurance",23,"bank","own",NA,"unskilled resident",1,"none","yes","bad"
"<0",18,"existing paid","furniture/equipment",2471.53936479182,"<100",">=7",3.73442996214945,"male single","none",1.13278501892528,"car",24.6016449432242,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",19.2970541945026,"critical/order existing credit","other",3363.50074956695,"500<=X<10000","<1",3.60808784954189,"male single","none",4,"no known property",31.9595607522906,"stores","for free",1,"skilled",1.60808784954189,"yes","yes","bad"
"<0",60,"delayed previously","business",6836,"<100",">=7",3,"male single","none",4,"no known property",63,"stores","own",2,"skilled",1,"yes","yes","bad"
"<0",14,"existing paid","new car",8978,"<100",">=7",1,"male div/sep","none",4,"life insurance",45,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","no","bad"
"<0",28.145955031082,"delayed previously","education",2125.3648875777,"<100","1<=X<4",2.87267166321311,"male single","guarantor",1.43633583160656,"life insurance",29.6723658108852,"stores",NA,1.56366416839344,"skilled",1,"none","yes","bad"
"<0",12,"no credits/all paid","new car",1082,"<100","1<=X<4",4,"male single","none",4,"car",48,"bank","own",2,"skilled",1,"none","yes","bad"
"no checking",21,"critical/order existing credit","new car",12680,"no known savings",">=7",4,"male single","none",4,"no known property",30,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
">=200",21.2472630515406,"delayed previously","other",3593.013841024,"100<=X<500","<1",2.22939474570495,"male mar/wid","guarantor",3.5412105085901,"car",30.5412105085901,"stores","own",2,"skilled",1,NA,"yes","bad"
"0<=X<200",6,"all paid",NA,931,"100<=X<500","<1",1,"female div/dep/mar","none",1,"life insurance",32,"","own",1,"unskilled resident",NA,"none","yes","bad"
NA,56.8051937139005,"existing paid","new car",14065.737026219,"<100","4<=X<7",4,"male single","none",2,"no known property",30.9935078576243,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",36,"existing paid",NA,2384,"<100","<1",4,"male single","none",1,"no known property",33,"stores","rent",1,"unskilled resident",1,"none","yes","bad"
"<0",18,"existing paid","domestic appliance",1217,NA,"1<=X<4",4,"male mar/wid","none",3,"real estate",47,"stores","own",1,"unskilled resident",1,"yes","yes","bad"
"<0",20.5750694365005,"existing paid","other",3172.40369218391,"<100","1<=X<4",2,"female div/dep/mar","none",2.42917823941675,"no known property",25.5021238379586,"stores","own",1,"skilled",NA,"none","yes","bad"
"0<=X<200",19.107487034745,"critical/order existing credit","furniture/equipment",4292.57005186102,"<100",">=7",NA,"male div/sep","none",2.90770941377125,"life insurance",38.892512965255,"stores","own",1.09229058622875,"high qualif/self emp/mgmt",1,"none","yes","bad"
"<0",18,NA,"education",750,"<100","unemployed",4,"female div/dep/mar","none",1,"real estate",27,"stores","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",11.5315163833128,"existing paid","furniture/equipment",1229.58381559504,"<100","1<=X<4",3.35315163833128,"female div/dep/mar",NA,3.64684836166872,"life insurance",23.6468483616687,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",42,"existing paid","radio/tv",7174,"no known savings","4<=X<7",4,"female div/dep/mar","none",3,"car",30,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",24,"existing paid",NA,3234,"<100","<1",4,"female div/dep/mar","none",4,"real estate",23,"stores","rent",1,"unskilled resident",1,"yes","yes","bad"
"0<=X<200",36.4169890947634,"existing paid","other",NA,"100<=X<500","1<=X<4",4,"male mar/wid","guarantor",3.73990876044737,NA,22.0403649582105,"stores","rent",1.26009123955263,"skilled",1,"none","yes","bad"
"<0",36,"critical/order existing credit","domestic appliance",8038.52249156506,"<100","1<=X<4",3.31150009923463,"female div/dep/mar","none",2.62300019846927,"life insurance",25.6230001984693,"stores","own",2,NA,1,"yes","yes","bad"
">=200",11.2798662268128,"delayed previously","education",1126.12057968381,"500<=X<10000","1<=X<4",4,"female div/dep/mar","none",3.75995540893759,"car",29.7201337731872,"stores","own",1.24004459106241,"unemp/unskilled non res",1.24004459106241,"none","yes","bad"
"<0",21.7764141538293,"existing paid","radio/tv",2318.93284029306,"<100","4<=X<7",2.64537277655517,"female div/dep/mar","none",3.32268638827758,"no known property",26.9361183296655,"stores","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",21.9221740734636,"existing paid","new car",1351.53695678911,"<100","4<=X<7",3.3463043210894,"female div/dep/mar","none",3.6536956789106,"life insurance",25.3463043210894,"bank","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"0<=X<200",21.3458866216134,"critical/order existing credit","other",1216,"100<=X<500","<1",4,"male div/sep","none",3.5576477702689,"life insurance",31.3647165540334,"bank","own",1.5576477702689,"skilled",1.5576477702689,"none","yes","bad"
"<0",42.7230884880968,"existing paid","other",1844.24102949603,"<100","1<=X<4",4,"male mar/wid","none",4,"life insurance",25.7828918478817,"stores","for free",1,"skilled",1,"yes","yes","bad"
"0<=X<200",47.2686683343937,"existing paid","other",10972.1832800532,"<100","1<=X<4",1.03047215273359,"male single","co applicant",2.03047215273359,"life insurance",27.0609443054672,"bank","own",2,NA,1,"yes","yes","bad"
"<0",23.4218337037098,"existing paid","new car",1285.99114222221,"no known savings","1<=X<4",4,"female div/dep/mar","guarantor",4,"life insurance",31.7935120370392,"stores","own",1,"skilled",1,"none",NA,"bad"
"0<=X<200",41.1068247393424,"critical/order existing credit","education",6029.26779888642,"<100","1<=X<4",4,"male single","none",3.1383530924178,"no known property",30.1821211256094,"bank","for free",1,"skilled",1,"none","yes","bad"
"no checking",27,"existing paid","new car",2570,"<100","1<=X<4",3,"female div/dep/mar","none",3,"real estate",21,"stores","rent",1,"skilled",1,"none","yes","bad"
"<0",23.3615317470007,"existing paid","furniture/equipment",1284.29059083,"no known savings","1<=X<4",4,"female div/dep/mar","none",3.85811816600014,"life insurance",31.4324726640006,"stores","rent",1,"skilled",1,"none","yes","bad"
"<0",18,"no credits/all paid","furniture/equipment",3114,"<100","<1",1,"female div/dep/mar","none",4,"life insurance",26,"stores","rent",1,"skilled",1,"none","yes","bad"
"no checking",18,"existing paid","radio/tv",433,"<100","unemployed",3,"female div/dep/mar","co applicant",4,"real estate",22,"stores","rent",1,"skilled",1,"none","yes","bad"
">=200",15,"existing paid","radio/tv",2327,"<100","<1",2,"female div/dep/mar",NA,3,"real estate",25,"stores","own",1,"unskilled resident",1,"none","yes","bad"
"0<=X<200",36,"delayed previously","repairs",9420.21801291951,"<100","<1",1,"male div/sep","none",3.6169308117326,"car",28,"stores","own",1.12768972942247,"high qualif/self emp/mgmt",1,"none","yes","bad"
"<0",23.6596061939477,"all paid","education",3536.34188492159,"<100","4<=X<7",2.88653539798255,"male single","none",3.65960619394766,"car",26.8865353979826,"bank","own",NA,"skilled",1,"none","yes","bad"
"<0",12,"existing paid","domestic appliance",741,"100<=X<500","unemployed",4,"female div/dep/mar","none",3,"life insurance",22,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",NA,"critical/order existing credit",NA,1056,"<100",">=7",3,"male single","guarantor",3,"real estate",30,"bank","own",2,"skilled",1,"none","yes","bad"
"0<=X<200",60,"existing paid","new car",NA,"100<=X<500","<1",4,"female div/dep/mar","none",2,"life insurance",24,"stores","own",1,"high qualif/self emp/mgmt",NA,"none","yes","bad"
"<0",12,"all paid","business",610.010958938699,"<100","4<=X<7",4,"female div/dep/mar","none",1.17840451859385,"real estate",25.8810636542708,"bank","own",1,"unemp/unskilled non res",1,"none","yes","bad"
"<0",18,"existing paid","furniture/equipment",1131,"<100","unemployed",4,"female div/dep/mar","none",2,"car",33,"stores","own",1,"skilled",NA,"none","yes","bad"
"<0",12,"existing paid","used car",3386,"<100",">=7",3,"male single","none",4,"no known property",35,"stores","for free",1,"skilled",1,"yes","yes","bad"
"<0",24,"critical/order existing credit","new car",1365.09690501214,"no known savings","4<=X<7",4,"male div/sep","none",3.54591577016499,"life insurance",31.8112634475252,"stores","own",1,"high qualif/self emp/mgmt",NA,"none","yes","bad"
"<0",24,"all paid",NA,NA,"no known savings",">=7",4,"male single","none",3,"car",40,"","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",56.8051937139005,"existing paid","new car",14065.737026219,"<100","4<=X<7",4,"male single","none",2,"no known property",30.9935078576243,"stores","for free",NA,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",24,"existing paid","radio/tv",1987,"<100","1<=X<4",2,"male single","none",4,"real estate",21,"stores","rent",1,"unskilled resident",2,"none","yes","bad"
"0<=X<200",12,"existing paid","new car",898.116267807406,">=1000","1<=X<4",4,"male mar/wid","none",2.31395536543239,"car",25.8255982888915,"bank","own",1,"skilled",1.15697768271619,"none","yes","bad"
"<0",12,"existing paid","retraining",902,"<100","4<=X<7",4,"male mar/wid","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"none","yes","bad"
">=200",16.765965990049,"critical/order existing credit","radio/tv",1551.42552550746,"<100","<1",4,"male single","guarantor",4,"life insurance",42.6879211923734,"bank","for free",1.60283616749592,"skilled",1.60283616749592,"none","yes","bad"
"0<=X<200",24,"all paid","domestic appliance",3143.83803334431,"500<=X<10000","1<=X<4",3.75127584556971,"male mar/wid","none",2,"car",28.7614826101274,"stores","rent",1,"skilled",1,"yes","yes","bad"
"<0",21.1951510725398,"critical/order existing credit","new car",3965.86686870531,"<100","<1",1.39939388406748,"female div/dep/mar","none",3.86686870531084,"no known property",33.1331312946892,"bank","own",2.73373741062168,"skilled",1,"none","yes","bad"
">=200",NA,"existing paid","new car",3355.48721998591,"<100","1<=X<4",3.82466973011066,"female div/dep/mar","none",2.35066053977868,"car",29.2273118892254,"stores","for free",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",48,"existing paid","radio/tv",5951,"<100","1<=X<4",2,"female div/dep/mar","none",2,"real estate",22,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",13.0761631455363,"delayed previously","other",1476.46685798125,">=1000","1<=X<4",2.35872104851209,"male mar/wid","none",1.53808157276813,"no known property",26.2555236697923,"stores","for free",1.17936052425604,"skilled",1.17936052425604,"none","yes","bad"
"<0",10.5500887722797,"existing paid","other",664.333925148531,"100<=X<500","1<=X<4",4,"male mar/wid","none",1.96660748514687,"car",23.8664299405875,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",18,"all paid","furniture/equipment",1553,"<100","1<=X<4",4,"male single","none",3,"car",44,"bank","own",1,"skilled",1,"none","yes","bad"
"<0",19.7669636810366,"all paid","new car",1442,NA,"4<=X<7",4,"male mar/wid","none",NA,"life insurance",29.3495544784451,"stores","for free",2,"unemp/unskilled non res",1.70550605316057,"none","yes","bad"
"no checking",9,"existing paid","furniture/equipment",1980,"<100","<1",2,"female div/dep/mar","co applicant",2,"car",19,"stores","rent",2,"skilled",NA,"none","yes","bad"
"0<=X<200",12,"critical/order existing credit","new car",688.694789011725,"<100","<1",3.23159633724156,"male mar/wid","none",3,"car",31.1579816862078,"bank","own",1.61579816862078,"skilled",1,"none","yes","bad"
"<0",9.15256280522584,"existing paid",NA,1336.69487438955,"<100","<1",3.89829146318277,"male single","none",1.94914573159139,"car",33.3897487790966,"stores","own",1.94914573159139,"high qualif/self emp/mgmt",1,"none","yes","bad"
"0<=X<200",24.1945166908785,"existing paid","other",3092.51871117568,"100<=X<500","<1",2.96758055152025,"male div/sep","none",2.0648388969595,"car",22.2917750363178,"stores","own",1,"skilled",1,"none","yes","bad"
"<0",18,"critical/order existing credit","repairs",1190,"<100","unemployed",NA,"female div/dep/mar","none",4,"no known property",55,"stores","for free",3,"unemp/unskilled non res",2,"none","yes","bad"
"0<=X<200",27,"no credits/all paid","business",8318,"<100",">=7",2,"female div/dep/mar","none",4,"no known property",42,"stores","for free",2,"high qualif/self emp/mgmt",1,"yes",NA,"bad"
"<0",12,"existing paid","retraining",NA,"<100","4<=X<7",4,"male mar/wid","none",4,"life insurance",21,"stores","rent",1,"skilled",1,"none","yes","bad"
"0<=X<200",6.52100548645414,"all paid","new car",931.694673981939,"100<=X<500","4<=X<7",1.26050274322707,"female div/dep/mar","none",1.08683424774236,"life insurance",31.6526630090306,"stores","own",1.17366849548471,"unemp/unskilled non res",1,"none","yes","bad"
"<0",20.035818224629,"existing paid","new car",1281.36616670591,">=1000","4<=X<7",3.66965151871909,"female div/dep/mar","none",3.00895455615726,"no known property",33.6517424064046,"stores","own",1,"skilled",1,"none","yes","bad"
"0<=X<200",19.7858740834989,"existing paid","new car",1288.51177159708,">=1000","4<=X<7",3.64882284029158,"female div/dep/mar","none",2.94646852087473,"life insurance",29.541759882041,"stores","rent",1,"skilled",1,"none","yes","bad"
"<0",NA,"all paid","other",1358,"no known savings",">=7",4,"male single","none",3,"car",40,"","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"<0",48,"existing paid","new car",7763,"<100",">=7",4,"male single","none",4,"no known property",42,"bank","for free",1,"high qualif/self emp/mgmt",1,"none","yes","bad"
"0<=X<200",48,"existing paid","furniture/equipment",9960,"<100","<1",1,"female div/dep/mar","none",2,"car",26,NA,"own",NA,"skilled",1,"yes","yes","bad"
"0<=X<200",60,"existing paid","new car",14027,"<100","4<=X<7",4,"male single","none",2,"no known property",27,"stores","own",1,"high qualif/self emp/mgmt",1,"yes","yes","bad"
"0<=X<200",NA,"existing paid","new car",888,"<100",">=7",4,"male single","none",4,"car",41,"bank","own",1,"unskilled resident",NA,NA,"yes","bad"
"<0",18,"critical/order existing credit","furniture/equipment",2124,"<100","1<=X<4",4,"female div/dep/mar","none",4,"real estate",24,"stores","rent",2,"skilled",1,"none","yes","bad"
"0<=X<200",20.6535464042974,"delayed previously","furniture/equipment",1216.55774226595,"500<=X<10000","1<=X<4",4,"male mar/wid","none",3.44225773404956,"no known property",43.0196803935539,"bank","own",1.44225773404956,"unemp/unskilled non res",1.44225773404956,"none","yes","bad"
">=200",15,"critical/order existing credit","radio/tv",1271,"no known savings","1<=X<4",3,"male single","none",4,"no known property",39,"stores","for free",2,"skilled",1,"yes","yes","bad"
"0<=X<200",NA,"critical/order existing credit","furniture/equipment",5125.39417367583,"<100","1<=X<4",2.70829334158625,"male div/sep","none",2.64585332920687,"car",29.6458533292069,"stores","own",1,"high qualif/self emp/mgmt",1,"none","yes","bad"
